timestamp,accX,accY,accZ,speed,tiltAngle,vibration
7435,-1,-1,1,40,3,39
7550,1,1,2,40,2,36
7666,-1,-1,0,40,4,31
7783,3,0,2,40,1,28
7899,-1,-1,0,40,4,25
8014,0,-1,2,40,3,21
8130,-1,-1,1,40,0,21
8246,0,1,0,40,3,0
8361,-1,0,0,40,3,0
8478,0,-1,0,40,4,0
8594,1,0,2,40,1,0
8710,0,0,2,40,4,0
8825,1,1,1,40,4,0
8941,0,-1,2,40,0,0
9057,1,0,2,40,2,0
9175,-1,0,0,40,2,0
9290,1,-1,0,40,4,0
9406,1,0,1,40,1,0
9523,1,-1,1,40,2,0
9638,-1,0,0,40,0,0
9754,0,-1,1,40,3,0
9870,-1,-1,2,40,4,0
9986,1,1,1,40,0,0
10101,-1,-1,0,40,0,0
10217,-1,-1,1,40,4,0
10333,-1,-1,1,40,3,0
10449,-1,-1,0,40,1,0
10565,-1,1,2,40,3,0
10681,0,0,2,40,3,0
10797,1,0,0,40,1,0
10912,3,1,2,40,0,0
11028,0,1,1,40,3,0
11145,-1,1,0,40,4,0
11260,0,0,2,40,1,0
11376,1,0,2,40,1,0
11492,-1,1,1,40,0,0
11608,1,1,1,40,2,0
11723,-1,-1,2,40,0,0
11839,0,1,2,40,0,0
11956,0,0,1,40,2,0
12073,-1,2,2,40,0,0
12189,0,-1,1,40,3,0
12305,0,0,0,40,0,0
12421,-1,-1,0,40,3,0
12537,1,1,2,40,2,0
12653,-1,-1,2,40,2,0
12769,1,0,1,40,3,0
12884,1,-1,1,40,2,0
13000,0,1,2,40,4,0
13116,1,-1,1,40,3,0
13232,0,1,0,40,2,0
13347,-1,0,0,40,1,0
13464,1,-1,0,40,2,0
13580,1,-1,1,40,1,0
13696,-1,-1,0,40,2,0
13811,0,1,0,40,4,0
13927,1,0,0,40,2,0
14043,-1,-1,2,40,4,0
14158,-1,-1,1,40,1,0
14275,-1,0,2,40,4,0
14391,1,-1,0,40,0,0
14507,1,0,2,40,4,0
14622,1,0,1,40,2,887
14738,1,0,1,40,0,89
14857,1,-1,0,40,4,77
14972,2,1,2,40,3,68
15089,0,-1,2,40,2,62
15205,3,-3,1,40,1,55
15321,1,-1,0,40,4,49
15436,1,1,2,40,0,45
15553,-1,1,1,40,2,39
15669,1,1,2,40,3,35
15784,-1,-1,0,40,0,32
15900,1,1,2,40,0,28
16016,1,-1,0,40,0,25
16133,1,-1,2,40,3,21
16248,1,1,2,40,0,0
16364,1,-1,0,40,0,0
16480,1,-1,1,40,1,0
16595,-3,-3,2,40,2,0
16712,1,-1,0,40,3,0
16828,1,0,0,40,0,0
16944,1,-1,2,40,3,0
17059,0,0,0,40,3,0
17175,-1,1,2,40,3,0
17291,-3,3,1,40,1,0
17408,1,0,0,40,4,0
17523,-1,0,1,40,1,0
17639,0,1,2,40,4,0
17757,0,-1,1,40,1,0
17872,-1,-1,0,40,3,0
17988,1,1,2,40,2,0
18104,0,1,0,40,3,0
18221,0,0,2,40,1,0
18336,-1,-1,1,40,2,0
18452,0,-1,1,40,3,0
18568,1,-1,1,40,1,0
18683,0,1,2,40,2,0
18799,1,-1,0,40,2,0
32,1,0,2,40,4,0
148,0,-1,2,40,1,0
264,-1,-1,0,40,0,0
379,1,-1,2,40,0,0
496,0,-1,1,40,2,0
612,1,-1,2,40,3,0
728,-1,1,1,40,0,0
843,0,0,2,40,4,0
959,1,-1,1,40,3,0
1075,1,-1,2,40,2,0
1190,-1,1,0,40,0,0
1306,0,-1,2,40,0,0
1422,-1,0,0,40,1,0
1538,1,1,0,40,0,0
1653,-1,0,2,40,1,0
1771,1,1,1,40,3,0
1887,1,-1,0,40,1,0
2003,0,1,2,40,1,0
2119,-1,1,2,40,3,0
2235,0,1,2,40,2,0
2351,0,1,0,40,0,0
2466,-1,1,2,40,1,0
2582,1,0,1,40,0,0
2698,-1,0,1,40,3,0
2813,-1,-1,2,40,0,0
2929,0,-1,2,40,3,0
3045,-1,-1,2,40,0,0
3162,-1,1,1,40,0,0
3277,-1,0,1,40,3,0
3393,0,1,2,40,3,0
12,-1,1,2,40,4,0
128,-1,1,0,40,4,0
243,0,0,1,40,1,0
359,0,1,1,40,3,0
475,-1,0,2,40,4,0
590,1,0,1,40,3,0
707,1,-1,0,40,3,0
823,1,0,2,40,3,0
939,0,-1,2,40,1,0
1054,0,1,1,40,1,0
1170,1,0,1,40,3,0
1286,0,0,0,40,0,0
1403,0,1,2,40,0,0
1519,1,1,1,40,2,0
1635,-1,0,2,40,1,0
1751,1,1,1,40,0,0
1866,1,-1,2,40,1,0
1982,1,0,2,40,4,0
2098,1,1,1,40,1,886
2214,-1,1,1,40,4,87
2330,1,0,2,40,3,78
2446,0,-3,0,40,3,68
2562,-1,1,1,40,4,63
2678,1,1,2,40,3,56
2794,-1,0,2,40,4,50
2910,-1,1,2,40,1,45
3025,1,1,0,40,4,40
3141,-1,1,0,40,3,35
3258,3,0,2,40,1,31
3374,0,1,0,40,3,27
3489,1,1,0,40,2,24
3605,-1,0,1,40,4,21
3721,0,1,1,40,4,0
3836,1,1,0,40,2,0
3952,0,-1,0,40,4,0
4068,0,1,2,40,1,0
4184,1,1,0,40,0,0
4299,1,-1,2,40,0,877
4418,1,1,0,40,0,96
4534,-1,-1,2,40,0,89
4649,0,0,2,40,4,79
4765,0,1,0,40,0,70
4882,1,0,1,40,2,62
4998,0,-1,2,40,2,55
5113,1,0,0,40,4,54
5229,0,-1,2,40,2,842
5345,-1,0,1,40,4,130
5462,1,1,0,40,4,114
5577,-1,-1,1,40,0,102
5693,-1,-1,0,40,3,92
5810,1,-1,2,40,0,81
5925,-1,-1,2,40,4,72
6041,1,1,2,40,0,64
6157,-1,1,1,40,4,58
6273,1,-1,2,40,3,51
6389,-1,1,0,40,0,47
6505,1,0,0,40,3,41
6621,0,1,0,40,1,36
6736,1,0,0,40,0,32
6852,-1,0,0,40,4,28
6968,1,1,1,40,1,24
7084,-1,-1,2,40,0,22
7202,1,1,1,40,1,0
7318,1,-1,2,40,1,0
7434,0,0,1,40,0,0
7549,1,0,2,40,1,0
7665,0,-1,1,40,3,0
7781,1,1,1,40,0,0
7897,-1,0,0,40,1,0
8012,-1,1,2,40,2,0
8128,0,1,0,40,0,0
8244,-1,1,2,40,4,0
8359,1,-1,2,40,3,0
8475,-1,1,1,40,3,0
8591,1,0,1,40,3,0
8717,-1,-1,1,40,1,0
8833,1,1,2,40,3,0
13,3,5,3,40,3,0
129,14,14,12,40,2,884
245,15,15,14,40,4,795
361,14,17,15,40,2,716
477,13,15,14,40,2,644
592,13,12,16,40,1,579
708,14,17,12,40,2,520
825,13,13,13,40,0,468
941,15,17,17,40,4,421
1056,16,14,16,40,0,379
1174,15,14,16,40,3,340
1291,15,13,17,40,2,305
1406,17,17,16,40,2,274
1522,13,16,12,40,3,247
1638,15,12,13,40,3,222
1755,15,14,15,40,2,198
1870,12,12,14,40,4,179
1986,15,13,15,40,4,161
2103,15,17,16,40,1,144
2219,12,16,12,40,0,130
2334,16,16,12,40,0,117
2450,17,17,17,40,1,105
2567,13,15,15,40,0,93
2682,15,16,15,40,2,84
2798,15,16,12,40,1,74
2914,13,16,17,40,4,66
3030,10,11,8,40,3,60
3145,8,11,8,40,2,54
3261,9,12,11,40,0,47
3378,9,11,10,40,0,42
3493,11,12,9,40,4,38
3609,8,9,10,40,3,34
3727,5,8,5,40,1,29
3843,5,6,6,40,2,27
3958,7,8,7,40,4,24
4074,6,7,8,40,1,20
4190,4,4,3,40,4,0
4305,4,5,3,40,4,0
4421,4,4,4,40,2,0
4537,4,3,3,40,3,0
4653,3,4,3,40,3,0
4768,4,4,3,40,4,0
4884,4,4,5,40,1,0
4999,5,4,5,40,3,0
5114,4,3,4,40,3,0
5230,4,5,5,40,0,0
5346,3,4,3,40,0,0
5462,5,5,3,40,0,0
5577,5,5,3,40,3,0
5693,5,4,4,40,2,0
5809,3,3,3,40,1,0
5924,3,4,3,40,4,0
6040,4,5,3,40,0,0
6156,4,4,5,40,3,0
6272,3,4,5,40,1,0
6387,4,5,3,40,0,0
6503,5,5,5,40,4,0
6618,4,4,3,40,1,0
6736,4,5,5,40,4,0
6851,4,4,3,40,1,0
6967,3,4,5,40,4,0
7083,4,5,4,40,4,0
7198,5,5,3,40,1,0
7314,5,5,4,40,4,0
7430,5,3,5,40,1,0
7545,4,3,4,40,1,0
7661,5,5,5,40,0,0
7777,4,3,5,40,0,0
7892,3,3,4,40,1,0
8008,3,3,5,40,4,0
8124,4,5,4,40,4,0
8240,4,4,3,40,0,0
8355,5,4,4,40,2,0
8470,5,5,3,40,4,0
8586,5,3,3,40,4,0
8701,3,4,4,40,4,0
8817,5,3,5,40,4,0
8933,4,4,3,40,4,0
9049,3,4,3,40,3,0
9164,3,5,3,40,3,0
9280,4,5,3,40,3,0
9396,3,4,5,40,2,0
9511,5,4,4,40,0,0
9627,5,4,4,40,0,0
9743,5,5,5,40,0,0
9861,3,5,4,40,3,0
9975,5,5,4,40,3,0
10091,3,4,3,40,3,0
10207,4,3,3,40,1,0
10322,4,3,5,40,0,0
10438,3,3,4,40,0,0
10554,3,4,4,40,0,0
10670,3,3,4,40,0,0
10785,5,4,5,40,0,0
10900,4,5,3,40,0,0
11016,4,3,5,40,4,0
11131,4,5,5,40,2,0
11247,4,3,4,40,1,0
11363,5,4,5,40,2,0
11479,4,4,3,40,1,0
11594,4,4,3,40,2,0
11710,3,5,5,40,2,0
11826,4,5,3,40,0,0
11940,4,4,5,40,4,0
12056,5,5,4,40,0,0
12172,4,3,3,40,4,0
12288,4,3,3,40,2,0
12403,3,5,3,40,1,0
12519,4,3,4,40,3,0
12635,4,4,5,40,3,0
12750,3,3,3,40,4,0
12868,4,5,5,40,0,0
12984,3,3,5,40,2,0
13100,3,4,4,40,3,0
13215,5,4,4,40,4,0
13331,4,3,4,40,0,0
13448,3,5,3,40,0,0
13563,5,3,3,40,1,0
13679,4,5,3,40,2,0
13795,3,3,3,40,0,0
13911,5,5,4,40,4,0
14026,3,3,3,40,2,0
14142,3,3,4,40,2,0
14259,3,5,5,40,1,0
14374,4,4,5,40,3,0
14490,5,4,3,40,1,0
14606,5,3,4,40,2,0
14722,5,4,4,40,4,0
14837,4,3,5,40,2,0
14953,5,4,5,40,2,0
15070,3,5,5,40,0,0
15185,5,4,4,40,3,0
15301,4,5,5,40,2,0
15417,4,4,3,40,1,0
15533,5,5,5,40,3,0
15648,5,3,4,40,2,0
15764,4,4,5,40,4,0
15883,4,5,3,40,1,0
15998,3,3,3,40,2,0
16114,3,4,4,40,0,0
16230,3,5,3,40,1,0
16346,3,4,5,40,1,0
16462,5,4,5,40,1,0
16578,3,3,4,40,0,0
16694,3,5,4,40,1,0
16809,5,3,4,40,1,0
16925,3,4,5,40,4,0
17041,4,3,5,40,2,0
17157,3,3,5,40,4,0
17272,5,3,5,40,2,0
17389,3,5,5,40,2,0
17505,3,5,5,40,1,0
17620,5,4,4,40,0,0
17736,3,3,5,40,0,0
17852,4,3,5,40,0,0
17968,5,4,5,40,1,0
18083,3,3,4,40,0,0
18200,3,3,3,40,3,0
18316,4,3,3,40,3,0
18432,4,3,4,40,4,0
18547,4,4,4,40,4,0
18663,5,3,5,40,3,0
18782,5,5,3,40,1,0
18897,5,3,4,40,4,0
19013,5,3,3,40,2,0
19129,3,5,4,40,2,0
19245,3,4,4,40,2,0
19360,4,4,5,40,1,0
19476,4,5,5,40,1,0
19592,5,3,5,40,4,0
19708,3,3,5,40,3,0
19824,4,5,3,40,0,0
19940,4,5,4,40,2,0
20056,4,4,5,40,3,0
20171,5,5,3,40,1,0
20287,4,5,5,40,3,0
20403,4,3,3,40,0,0
20518,3,3,4,40,1,0
20635,4,4,4,40,4,0
20751,3,4,3,40,1,0
20867,3,5,4,40,2,0
20982,3,5,5,40,0,0
21098,3,3,5,40,4,0
21214,3,5,3,40,0,0
21329,4,5,5,40,3,0
21446,4,3,3,40,2,0
21562,4,4,3,40,3,0
21678,4,3,5,40,2,0
21795,4,3,5,40,1,0
21911,4,5,4,40,0,0
22028,5,5,4,40,3,0
22144,3,3,4,40,2,0
22259,5,3,5,40,2,0
22375,3,3,5,40,2,0
22491,4,4,3,40,3,0
22606,4,5,4,40,3,0
22722,4,3,5,40,2,0
22838,3,3,3,40,4,0
22953,3,3,3,40,1,0
23070,3,4,4,40,3,0
23186,5,4,5,40,4,0
23302,5,5,3,40,1,0
23417,5,4,3,40,4,0
23533,5,3,3,40,1,0
23649,5,5,4,40,1,0
23764,3,4,3,40,3,0
23880,5,4,4,40,2,0
23996,5,4,4,40,0,0
24113,3,3,4,40,0,0
24228,3,5,3,40,4,0
24344,3,3,3,40,4,0
24460,4,4,5,40,1,0
24576,3,3,4,40,4,0
24691,3,5,5,40,2,0
24805,4,4,5,40,4,0
24921,3,3,3,40,0,0
25037,4,4,3,40,2,0
25153,4,3,4,40,3,0
25269,5,3,5,40,2,0
25384,4,5,3,40,0,0
25500,3,5,5,40,2,0
25616,4,5,5,40,0,0
25732,4,4,3,40,3,0
25847,3,3,5,40,0,0
25964,5,3,5,40,4,0
26080,3,4,4,40,4,0
26195,3,5,5,40,2,0
26311,3,4,4,40,1,0
26427,3,3,3,40,4,0
26543,4,4,4,40,0,0
26658,5,5,5,40,0,0
26774,3,3,5,40,4,0
26890,3,4,4,40,2,0
27006,4,5,4,40,2,0
27122,3,3,4,40,2,0
27238,3,4,5,40,3,0
27354,5,3,3,40,3,0
27469,3,4,5,40,1,0
27585,3,5,5,40,4,0
27704,5,4,3,40,4,0
27820,5,3,3,40,3,0
27935,4,3,5,40,4,0
28051,5,3,4,40,3,0
28167,5,5,3,40,1,0
28282,4,5,4,40,4,0
28398,4,4,4,40,2,0
28514,5,3,3,40,3,0
28630,5,4,4,40,0,0
28746,4,5,5,40,1,0
28862,5,5,4,40,1,0
28978,3,4,4,40,2,0
29093,4,3,4,40,2,0
29209,4,5,5,40,3,0
29325,5,4,5,40,2,0
29441,3,5,3,40,0,0
29556,4,3,3,40,1,0
29672,4,5,3,40,0,0
29789,4,5,3,40,0,0
29904,3,3,4,40,4,0
30020,5,5,3,40,0,0
30136,3,3,3,40,1,0
30252,5,5,4,40,2,0
30367,4,4,3,40,2,0
30483,4,3,4,40,4,0
30599,4,5,4,40,3,0
30717,5,3,5,40,3,0
30833,4,4,5,40,4,0
30949,3,5,3,40,2,0
31065,5,5,5,40,2,0
31180,5,4,4,40,0,0
31296,3,3,3,40,2,0
31412,5,5,3,40,4,0
31528,3,3,3,40,2,0
31644,4,4,3,40,4,0
31760,5,4,5,40,2,0
31876,4,3,4,40,1,0
31991,5,4,5,40,4,0
32107,4,5,5,40,2,0
32223,4,5,5,40,4,0
32338,5,5,3,40,2,0
32454,5,3,5,40,1,0
54,3,3,4,40,4,0
169,4,4,3,40,2,0
285,4,5,3,40,2,0
401,4,5,3,40,3,0
517,4,3,3,40,4,0
633,4,4,3,40,1,0
749,4,3,3,40,2,0
865,5,4,3,40,0,0
980,5,3,5,40,3,0
1096,4,3,4,40,2,0
1214,5,4,4,40,1,0
1330,5,5,4,40,4,0
1445,4,3,5,40,0,0
1561,3,3,3,40,0,0
1677,4,5,3,40,3,0
1793,5,3,5,40,2,0
1908,3,4,4,40,4,0
2024,3,5,5,40,3,0
2140,3,4,5,40,3,0
2255,3,5,4,40,3,0
2372,5,5,3,40,3,0
2488,4,5,5,40,2,0
2604,4,5,5,40,4,0
2719,4,3,5,40,4,0
2835,4,3,3,40,1,0
2951,5,3,5,40,4,0
3066,3,4,3,40,2,0
3182,3,3,3,40,0,0
3298,5,4,4,40,4,0
3414,4,4,5,40,4,0
3529,4,4,5,40,0,0
3645,5,4,4,40,2,0
3761,4,5,3,40,3,0
3876,4,3,5,40,4,0
3992,5,3,4,40,4,0
4108,3,3,4,40,0,0
4224,4,5,5,40,3,0
4342,3,4,4,40,0,0
4458,5,3,4,40,0,0
4574,5,3,5,40,3,0
4689,5,5,3,40,2,0
4805,4,3,4,40,2,0
4921,3,4,3,40,1,0
5037,3,3,3,40,4,0
5152,3,4,5,40,0,0
5268,4,3,4,40,0,0
5384,5,3,3,40,1,0
5499,4,4,4,40,3,0
5615,5,3,3,40,0,0
5732,5,4,5,40,3,0
5848,3,4,3,40,3,0
5963,5,4,5,40,0,0
6079,5,3,5,40,3,0
6195,5,5,4,40,1,0
6310,4,5,3,40,1,0
6426,3,4,4,40,3,0
6542,5,3,5,40,2,0
6658,3,3,5,40,2,0
6773,3,3,4,40,1,0
6889,3,5,5,40,3,0
7005,5,5,3,40,4,0
7120,4,4,4,40,4,0
7236,5,4,3,40,4,0
7352,3,3,4,40,4,0
7471,5,3,4,40,1,0
7586,4,5,5,40,1,0
7702,3,5,3,40,4,0
7818,5,4,4,40,1,0
7933,3,3,4,40,4,0
8049,4,4,5,40,0,0
8165,5,5,3,40,4,0
8281,4,5,4,40,3,0
8396,4,3,5,40,0,0
8512,5,4,5,40,3,0
8628,4,3,3,40,4,0
8743,3,5,4,40,2,0
8859,5,5,4,40,0,0
8975,4,5,4,40,2,0
9091,5,3,3,40,1,0
9206,4,3,5,40,1,0
9322,5,4,4,40,0,0
9438,4,3,4,40,4,0
9553,4,5,4,40,4,0
9670,5,5,5,40,1,0
9786,5,3,5,40,3,0
9902,3,5,3,40,1,0
10017,5,4,5,40,0,0
10133,3,3,4,40,4,0
10249,5,5,3,40,1,0
10364,4,3,4,40,0,0
10480,5,4,4,40,0,0
10598,5,3,4,40,0,0
10715,3,5,4,40,1,0
10840,3,4,3,40,3,0
10955,4,3,3,40,1,0
11071,4,3,5,40,3,0
11187,5,5,4,40,2,0
11302,5,3,5,40,3,0
11419,3,4,5,40,1,0
11535,4,3,3,40,4,0
11651,5,3,5,40,2,0
11766,5,4,4,40,3,0
11882,4,5,3,40,3,0
11998,3,5,4,40,0,0
12113,3,4,4,40,0,0
12229,5,5,4,40,0,0
12345,5,4,5,40,4,0
12461,3,4,3,40,3,0
12576,5,3,3,40,2,0
12692,3,4,5,40,1,0
12808,5,4,4,40,1,0
12924,5,3,5,40,4,0
13040,3,5,5,40,0,0
13156,5,4,4,40,2,0
13272,5,4,4,40,4,0
13387,5,5,3,40,4,0
13503,3,3,5,40,4,0
13617,3,5,4,40,3,0
13732,4,3,5,40,4,0
13848,4,3,3,40,2,0
13964,3,5,4,40,0,0
14080,4,4,5,40,2,0
14195,3,4,5,40,3,0
14311,3,3,3,40,3,0
14427,3,3,4,40,1,0
14543,4,5,5,40,1,0
14659,5,4,5,40,1,0
14775,3,4,5,40,3,0
14891,5,5,4,40,0,0
15006,4,5,3,40,4,0
15122,4,3,3,40,3,0
15238,3,3,3,40,0,0
15353,5,5,4,40,3,0
15469,4,3,5,40,0,0
15585,3,3,4,40,0,0
15700,4,4,3,40,4,0
15816,5,4,5,40,2,0
15932,3,3,5,40,2,0
16048,4,5,5,40,4,0
16163,4,5,5,40,0,0
16280,4,3,4,40,1,0
16396,4,5,3,40,1,0
16514,5,3,4,40,4,0
16629,5,3,5,40,2,0
16745,5,3,5,40,0,0
16861,4,3,4,40,3,0
16976,3,5,3,40,4,0
17092,5,5,5,40,3,0
17208,3,4,3,40,2,0
17324,3,3,3,40,1,0
17439,4,5,3,40,0,0
17555,3,3,4,40,1,0
17672,4,5,5,40,0,0
17787,4,3,3,40,0,0
17903,3,5,3,40,1,0
18019,4,3,3,40,2,0
18135,5,3,5,40,2,0
18250,4,3,5,40,2,0
18366,5,4,5,40,3,0
18482,5,5,4,40,2,0
18597,4,4,3,40,1,0
18713,5,4,4,40,2,0
18829,4,4,5,40,3,0
18945,5,3,5,40,1,0
19060,4,4,5,40,3,0
19176,4,5,5,40,0,0
19293,4,3,4,40,0,0
19408,4,5,5,40,2,0
19526,4,4,4,40,4,0
19642,5,4,5,40,4,0
19758,3,3,4,40,3,0
19873,3,4,5,40,1,0
19989,4,3,3,40,4,0
20105,4,3,4,40,0,0
20220,5,5,4,40,4,0
20336,3,5,4,40,1,0
20452,3,4,4,40,4,0
20568,4,3,4,40,1,0
20683,3,5,3,40,1,0
20800,3,3,3,40,4,0
20916,5,3,3,40,1,0
21031,3,3,5,40,3,0
21147,4,3,4,40,3,0
21263,3,4,3,40,3,0
21379,4,4,3,40,4,0
21494,5,5,3,40,4,0
21610,3,3,4,40,4,0
21726,4,5,5,40,2,0
21841,3,5,5,40,2,0
21957,5,3,5,40,4,0
22073,3,3,5,40,4,0
22189,4,3,4,40,1,0
22304,5,3,3,40,3,0
22423,5,5,4,40,2,0
22539,3,5,3,40,4,0
22654,3,4,5,40,3,0
22770,3,4,4,40,1,0
22886,3,3,5,40,2,0
23002,4,5,5,40,2,0
23117,4,5,4,40,4,0
23233,3,5,4,40,3,0
23349,4,4,4,40,4,0
23464,4,3,3,40,1,0
23580,3,5,3,40,4,0
23696,5,3,3,40,0,0
23812,3,3,3,40,0,0
23927,3,5,5,40,1,0
24043,4,5,3,40,3,0
24160,3,5,3,40,3,0
24275,4,5,3,40,4,0
24391,4,3,4,40,3,0
24507,4,3,3,40,4,0
24623,5,3,3,40,2,0
24738,5,3,3,40,4,0
24854,3,5,3,40,4,0
24970,3,3,3,40,0,0
25085,5,5,5,40,0,0
25201,3,3,3,40,0,0
25317,4,4,5,40,4,0
25435,4,4,4,40,1,0
25550,3,5,3,40,4,0
25666,4,5,5,40,2,0
25783,3,5,4,40,3,0
25899,3,4,4,40,4,0
26014,5,4,5,40,0,0
26130,3,4,4,40,3,0
26246,3,5,4,40,0,0
26361,4,4,4,40,2,0
26477,3,5,3,40,3,0
26593,3,3,3,40,2,0
26708,5,3,5,40,4,0
26824,3,3,5,40,4,0
26940,5,4,5,40,0,0
27056,5,3,3,40,0,0
27171,4,4,5,40,2,0
27287,5,3,4,40,2,0
27403,13,17,16,40,1,888
27520,17,12,14,40,0,87
27635,15,13,12,40,3,77
27751,15,15,12,40,4,70
27868,15,13,12,40,3,824
27983,12,15,14,40,3,144
28099,13,14,13,40,2,129
28218,17,15,14,40,1,116
28334,17,14,16,40,1,104
28450,13,12,12,40,4,93
28566,13,13,12,40,4,83
28682,13,17,14,40,2,73
28798,12,17,16,40,4,66
28914,12,11,11,40,0,58
29030,8,9,9,40,1,53
29146,12,11,12,40,0,46
29262,8,10,11,40,1,42
29378,8,11,10,40,1,37
29494,12,11,8,40,0,33
29609,7,5,5,40,1,29
29725,6,8,7,40,1,26
29842,8,7,6,40,2,22
29958,3,5,3,40,4,0
30073,3,5,4,40,3,0
30189,5,4,3,40,4,0
30305,3,4,3,40,0,0
30420,4,5,5,40,2,0
30536,3,5,4,40,4,0
30652,5,4,3,40,2,0
30768,4,4,3,40,1,0
30885,4,3,4,40,0,0
31001,3,5,5,40,1,0
31117,3,4,4,40,4,0
31233,5,4,5,40,2,0
31348,4,4,5,40,1,0
31465,3,3,3,40,4,0
31581,3,5,3,40,2,0
31696,3,4,3,40,3,0
31812,4,4,3,40,3,0
31928,3,4,3,40,3,0
32044,4,3,4,40,2,0
32159,4,3,3,40,3,0
32275,4,3,4,40,3,0
32391,3,4,4,40,1,0
32506,3,4,4,40,1,0
32622,3,4,3,40,2,0
32738,3,4,5,40,4,0
32854,4,4,4,40,4,0
32969,5,5,4,40,2,0
33085,3,4,3,40,4,0
33201,3,5,3,40,0,0
33316,4,5,5,40,4,0
33432,4,4,4,40,2,0
33548,5,3,5,40,3,0
33664,4,5,5,40,3,0
33779,3,3,3,40,0,0
33898,4,5,3,40,0,0
34014,5,4,3,40,2,0
34129,4,3,4,40,4,0
34245,4,5,3,40,0,0
34361,5,3,3,40,2,0
34477,3,4,4,40,2,0
34592,5,4,4,40,2,0
34708,4,4,4,40,3,0
34824,4,5,4,40,1,0
34939,3,5,4,40,0,0
35055,3,5,3,40,4,0
35171,3,5,5,40,0,0
35287,3,3,4,40,3,0
35402,3,4,3,40,0,0
35518,4,3,4,40,2,0
35634,3,5,4,40,1,0
35749,5,4,5,40,2,0
35865,4,5,3,40,0,0
35981,3,5,5,40,1,0
36097,4,3,4,40,0,0
36212,5,3,4,40,4,0
36328,3,3,3,40,3,0
36444,5,3,5,40,3,0
36559,3,4,3,40,4,0
36675,4,5,5,40,1,0
36794,4,3,5,40,2,0
36910,4,4,3,40,2,0
37025,3,3,5,40,4,0
37141,4,3,4,40,3,0
37257,5,3,3,40,3,0
37372,4,5,5,40,4,0
37488,5,3,3,40,0,0
37604,4,5,5,40,1,0
37720,5,3,3,40,1,0
37835,4,5,4,40,1,0
37951,3,3,4,40,1,0
38067,3,4,5,40,1,0
38182,4,3,4,40,2,0
38298,5,3,4,40,0,0
38414,5,5,4,40,3,0
38530,3,5,3,40,2,0
38645,4,4,3,40,2,0
38761,4,5,3,40,2,0
38877,4,4,5,40,4,0
38992,4,5,3,40,0,0
39108,5,3,3,40,0,0
39224,3,5,3,40,4,0
39340,5,4,4,40,4,0
39455,3,5,5,40,1,0
39571,5,5,4,40,3,0
39687,3,4,5,40,3,0
39805,3,5,4,40,2,0
39921,5,4,3,40,0,0
40037,3,3,5,40,4,0
